1.0,1.5115473e-11,9.474902e-10,6.5021655e-11,3.7574956e-09,1.0899136e-10,2.9444117e-10,1.3889209e-12,1.01345515e-10,8.136106e-11,6.401268e-09,1.0304191e-09,4.0517528e-10,3.9474826e-10,1.6870129e-10,1.4546676e-10,1.375048e-12,5.412955e-11,1.4321205e-10,1.1004016e-10,2.2412627e-11,8.13203e-10,5.6255563e-11,3.2785505e-10,8.5113777e-10
0.99999964,1.2670663e-10,1.313152e-07,1.8524079e-09,5.8812164e-09,1.9294315e-09,8.749942e-09,7.245526e-12,4.2499262e-10,4.722822e-10,1.9526445e-07,8.240611e-09,3.1658418e-09,3.6611665e-09,1.7158787e-09,2.3858542e-09,1.2845959e-11,1.8901715e-10,3.2223828e-09,1.6420381e-09,2.0118393e-10,8.231028e-09,4.8217436e-10,3.8071053e-09,8.167145e-09
0.9997576,2.3722043e-06,3.3159875e-05,2.2893362e-06,2.1414696e-06,9.41537e-08,4.3776498e-07,2.2104343e-09,2.6626694e-07,1.5871787e-07,6.045018e-05,4.8046695e-06,2.7593805e-07,4.88596e-07,3.3478258e-07,1.577511e-06,1.7963507e-09,0.00012598539,3.0385362e-07,4.426701e-07,3.568214e-07,4.2189054e-06,1.1568088e-07,1.3823678e-06,7.7162264e-07
0.9999844,1.6471047e-08,2.341922e-09,1.5185239e-07,2.0501727e-07,3.2426717e-10,1.265456e-09,8.998393e-11,2.5844809e-09,1.1420346e-09,7.4018594e-08,1.0364652e-07,2.8702314e-09,4.2360084e-09,4.046201e-09,1.208279e-08,1.1553653e-11,1.4986302e-05,1.7559534e-09,9.210774e-09,1.275943e-09,2.5631813e-08,3.9087314e-10,6.6028134e-09,6.0787255e-09
0.9946642,6.046259e-07,2.1693161e-08,1.0003013e-06,5.6227177e-06,7.545717e-09,2.1841128e-08,4.37745e-09,8.4912806e-08,2.9000265e-08,1.922725e-06,8.6152363e-07,5.489718e-08,6.278956e-08,1.2271857e-07,2.5878907e-07,6.5537037e-10,0.00532383,4.451012e-08,3.0047613e-07,2.492585e-08,6.3930264e-07,5.943546e-09,1.7115389e-07,1.3153483e-07
1.0,1.5672827e-10,1.8044236e-10,1.2947914e-09,3.0933496e-09,5.05112e-11,4.7571885e-10,3.5976701e-12,5.9549095e-11,7.0765685e-11,6.0174324e-11,5.1112732e-08,2.4795002e-10,1.0133938e-09,1.7000529e-10,3.2025788e-10,9.101905e-13,8.7773004e-11,2.2795175e-10,2.359025e-10,2.7757841e-11,2.7806074e-10,4.480936e-08,3.6064884e-10,1.0866344e-09
0.0643113,0.907206,3.154089e-05,6.4669366e-06,8.4393825e-08,2.1944396e-07,6.8483934e-07,3.2938654e-08,6.7262715e-07,9.3779425e-07,3.9178563e-08,0.028292885,1.4674571e-06,1.7386967e-05,2.7442115e-07,1.5827043e-05,3.3097106e-08,6.8761115e-06,6.218715e-07,1.0481024e-06,1.3453936e-06,1.7812992e-05,7.451172e-05,4.2475685e-06,7.5100165e-06
0.99477404,3.452026e-05,4.149352e-08,3.8583212e-07,0.00017734912,3.7147387e-07,2.4320414e-07,2.3887242e-08,4.7929285e-07,4.7843383e-07,3.1112265e-06,2.5589188e-05,1.4934293e-06,1.124939e-06,1.4460395e-06,1.722154e-06,4.6622998e-07,0.0049638925,7.8088135e-07,2.1756869e-06,3.5820307e-08,3.7431582e-06,5.807021e-07,8.866343e-07,5.0794006e-06
0.07608723,0.9238565,1.779463e-07,4.98662e-08,1.581856e-07,6.502324e-07,1.2509298e-07,1.6057346e-08,5.809616e-07,2.2016248e-07,1.2750495e-06,1.1346556e-05,4.6535604e-07,1.2600684e-06,1.16772405e-07,1.3789543e-06,1.0146001e-07,1.2959458e-05,2.0436933e-07,3.986386e-06,1.0993604e-08,1.9591258e-05,6.226483e-08,6.1609984e-07,8.846179e-07
1.0,1.2769721e-11,2.2174519e-10,2.4988372e-10,4.649597e-09,1.4165594e-10,1.4002357e-09,1.1198375e-12,1.5618574e-10,6.109431e-11,3.2768395e-09,3.7500567e-09,1.0313629e-09,8.2974516e-10,1.5569766e-10,3.6262987e-10,2.0156874e-11,1.9412093e-11,2.8636088e-10,4.155582e-10,7.477365e-12,7.336707e-10,2.488285e-09,6.527792e-10,8.2734614e-10
